OBJECTID,Join_Count,state,city,name,holc_id,holc_grade,neighborho,miss_retire,miss_operate,miss_type,miss_np,Year_Of_Operation,new_type_coal_oil,new_type_ff,nameplate,ff_nameplate,co_nameplate,Peaker_plant,Shape_Length,Shape_Area
7997,0,TX,Fort Worth, ,D,D,8953,0,0,0,0,0,0,0,0,0,0,0,29457.97732,8568722.483
7998,1,TX,Fort Worth, ,D,D,8956,0,0,0,0,52,0,1,81.2,81.2,0,0,9479.749612,1380651.476
7999,0,TX,Fort Worth, ,D,D,8958,0,0,0,0,0,0,0,0,0,0,0,16118.71323,5917638.857
8000,0,TX,Fort Worth, ,D,D,8968,0,0,0,0,0,0,0,0,0,0,0,4637.964782,761607.7137
8001,0,TX,Fort Worth, ,D,D,8971,0,0,0,0,0,0,0,0,0,0,0,1697.997654,144775.4348
8002,0,TX,Galveston, ,A,A,8973,0,0,0,0,0,0,0,0,0,0,0,29920.2641,2858034.508
8003,0,TX,Galveston, ,B,B,8974,0,0,0,0,0,0,0,0,0,0,0,33168.95328,6110621.285
8004,0,TX,Galveston, ,C,C,8976,0,0,0,0,0,0,0,0,0,0,0,4654.693408,483478.2153
8005,0,TX,Galveston, ,D,D,8983,0,0,0,0,0,0,0,0,0,0,0,14159.14037,4539867.218
8006,0,TX,Houston, , ,C,7903,0,0,0,0,0,0,0,0,0,0,0,10436.21625,2936633.718
8007,0,TX,Houston, , ,B,7904,0,0,0,0,0,0,0,0,0,0,0,9963.883542,3664875.228
8008,0,TX,Houston, , ,C,7905,0,0,0,0,0,0,0,0,0,0,0,9632.107964,2846147.885
8009,0,TX,Houston, , ,B,7906,0,0,0,0,0,0,0,0,0,0,0,2547.964411,359443.0905
8010,0,TX,Houston, , ,C,7907,0,0,0,0,0,0,0,0,0,0,0,3641.908754,894457.5769
8011,0,TX,Houston, , ,C,7908,0,0,0,0,0,0,0,0,0,0,0,2647.271014,457385.6652
8012,0,TX,Houston, , ,C,7909,0,0,0,0,0,0,0,0,0,0,0,17516.43208,6396054.196
8013,0,TX,Houston, , ,B,7910,0,0,0,0,0,0,0,0,0,0,0,2200.361936,192144.9997
8014,0,TX,Houston, , ,B,7911,0,0,0,0,0,0,0,0,0,0,0,2262.056797,239979.3967
8015,0,TX,Houston, , ,B,7912,0,0,0,0,0,0,0,0,0,0,0,1349.272266,78594.68397
8016,0,TX,Houston, , ,C,7913,0,0,0,0,0,0,0,0,0,0,0,2210.684513,176274.8109
8017,0,TX,Houston, , ,B,7914,0,0,0,0,0,0,0,0,0,0,0,8539.655698,2648054.15
8018,0,TX,Houston, , ,D,7915,0,0,0,0,0,0,0,0,0,0,0,11217.16291,3620496.173
8019,0,TX,Houston, , ,C,7916,0,0,0,0,0,0,0,0,0,0,0,5938.042579,1656071.769
8020,0,TX,Houston, , ,A,7917,0,0,0,0,0,0,0,0,0,0,0,13748.2155,5176090.063
8021,0,TX,Houston, , ,C,7918,0,0,0,0,0,0,0,0,0,0,0,5635.572972,1093721.662
8022,0,TX,Houston, , ,B,7919,0,0,0,0,0,0,0,0,0,0,0,2697.37299,452522.0061
8023,0,TX,Houston, , ,C,7920,0,0,0,0,0,0,0,0,0,0,0,8081.047168,1887024.915
8024,0,TX,Houston, , ,A,7921,0,0,0,0,0,0,0,0,0,0,0,3751.460108,510094.6609
8025,0,TX,Houston, , ,D,7922,0,0,0,0,0,0,0,0,0,0,0,6678.874924,864628.4331
8026,0,TX,Houston, , ,D,7923,0,0,0,0,0,0,0,0,0,0,0,5445.442892,1214419.72
8027,0,TX,Houston, , ,C,7924,0,0,0,0,0,0,0,0,0,0,0,5740.582253,1126647.684
8028,0,TX,Houston, , ,C,7925,0,0,0,0,0,0,0,0,0,0,0,5124.875665,914753.906
8029,0,TX,Houston, , ,C,7926,0,0,0,0,0,0,0,0,0,0,0,15135.61596,5251193.03
8030,0,TX,Houston, , ,D,7927,0,0,0,0,0,0,0,0,0,0,0,16719.39826,6676982.157
8031,0,TX,Houston, , ,C,7928,0,0,0,0,0,0,0,0,0,0,0,5947.08411,1190741.628
8032,0,TX,Houston, , ,C,7929,0,0,0,0,0,0,0,0,0,0,0,29130.59589,8914871.232
8033,0,TX,Houston, , ,D,7930,0,0,0,0,0,0,0,0,0,0,0,2836.41903,397592.8806
8034,0,TX,Houston, , ,B,7931,0,0,0,0,0,0,0,0,0,0,0,3236.628274,611683.9167
8035,0,TX,Houston, , ,B,7932,0,0,0,0,0,0,0,0,0,0,0,8805.580417,2579645.053
8036,0,TX,Houston, , ,C,7933,0,0,0,0,0,0,0,0,0,0,0,16464.55059,4605426.78
8037,0,TX,Houston, , ,B,7934,0,0,0,0,0,0,0,0,0,0,0,4898.118827,1204525.871
8038,0,TX,Houston, , ,D,7935,0,0,0,0,0,0,0,0,0,0,0,1237.403732,95842.10003
8039,0,TX,Houston, , ,A,7936,0,0,0,0,0,0,0,0,0,0,0,9083.252184,4278378.63
8040,0,TX,Houston, , ,B,7937,0,0,0,0,0,0,0,0,0,0,0,10857.39964,2973330.182
8041,0,TX,Houston, , ,A,7938,0,0,0,0,0,0,0,0,0,0,0,1623.881914,169426.3123
8042,0,TX,Houston, , ,D,7939,0,0,0,0,0,0,0,0,0,0,0,4927.124057,1207972.131
8043,0,TX,Houston, , ,D,7940,0,0,0,0,0,0,0,0,0,0,0,2888.437418,438235.6358
8044,0,TX,Houston, , ,D,7941,0,0,0,0,0,0,0,0,0,0,0,4123.486103,664316.2947
8045,0,TX,Houston, , ,D,7942,0,0,0,0,0,0,0,0,0,0,0,4321.609689,867026.5938
8046,1,TX,Port Arthur, ,A,A,9171,0,0,0,0,0,0,1,25.6,25.6,0,0,9590.445853,4300117.209
8047,0,TX,Port Arthur, ,B,B,9168,0,0,0,0,0,0,0,0,0,0,0,14502.89322,11107620.65
8048,1,TX,Port Arthur, ,B,B,9174,0,0,0,0,0,0,1,25.6,25.6,0,0,6574.023605,1162683.142
8049,1,TX,Port Arthur, ,C,C,9170,0,0,0,0,0,0,1,25.6,25.6,0,0,5849.486685,1182326.956
8050,0,TX,Port Arthur, ,D,D,9169,0,0,0,0,0,0,0,0,0,0,0,776.084729,33411.32998
8051,1,TX,Port Arthur, ,D,D,9172,0,0,0,0,0,0,1,25.6,25.6,0,0,5926.245217,407424.2591
8052,1,TX,Port Arthur, ,D,D,9173,0,0,0,0,0,0,1,25.6,25.6,0,0,1910.664352,192964.5819
8053,0,TX,San Antonio, , ,A,8035,0,0,0,0,0,0,0,0,0,0,0,18465.00489,7045030.519
8054,0,TX,San Antonio, , ,B,8036,0,0,0,0,0,0,0,0,0,0,0,4705.205711,810395.6518
8055,0,TX,San Antonio, , ,C,8037,0,0,0,0,0,0,0,0,0,0,0,18583.91365,4814192.967
8056,0,TX,San Antonio, , ,B,8038,0,0,0,0,0,0,0,0,0,0,0,7239.206944,2531115.426
8057,1,TX,San Antonio, , ,B,8039,0,0,0,0,45,0,1,113.6,113.6,0,0,11518.69361,5615211.201
8058,0,TX,San Antonio, , ,D,8040,0,0,0,0,0,0,0,0,0,0,0,1670.985476,104155.5567
8059,0,TX,San Antonio, , ,B,8041,0,0,0,0,0,0,0,0,0,0,0,7722.859706,2780512.864
8060,0,TX,San Antonio, , ,C,8042,0,0,0,0,0,0,0,0,0,0,0,2385.188062,331767.7034
8061,0,TX,San Antonio, , ,C,8043,0,0,0,0,0,0,0,0,0,0,0,2675.056954,244918.684
8062,0,TX,San Antonio, , ,B,8044,0,0,0,0,0,0,0,0,0,0,0,24820.46062,12490088.63
8063,0,TX,San Antonio, , ,B,8045,0,0,0,0,0,0,0,0,0,0,0,11738.48094,2825539.283
8064,0,TX,San Antonio, , ,C,8046,0,0,0,0,0,0,0,0,0,0,0,7726.404067,1625322.709
8065,0,TX,San Antonio, , ,B,8047,0,0,0,0,0,0,0,0,0,0,0,5795.767311,1319587.426
8066,0,TX,San Antonio, , ,A,8048,0,0,0,0,0,0,0,0,0,0,0,15309.29931,4439929.965
8067,0,TX,San Antonio, , ,C,8049,0,0,0,0,0,0,0,0,0,0,0,11002.16645,2184927.347
8068,1,TX,San Antonio, , ,C,8050,0,0,0,0,45,0,1,113.6,113.6,0,0,50372.10419,37456753.02
8069,0,TX,San Antonio, , ,D,8051,0,0,0,0,0,0,0,0,0,0,0,21494.20213,12189841.42
8070,1,TX,San Antonio, , ,C,8052,0,0,0,0,45,0,1,113.6,113.6,0,0,23292.98038,6732699.437
8071,0,TX,San Antonio, , ,B,8053,0,0,0,0,0,0,0,0,0,0,0,11358.43721,4190211.124
8072,1,TX,San Antonio, , ,D,8054,0,0,0,0,45,0,1,113.6,113.6,0,0,42950.09128,26924845.32
8073,0,TX,Waco, ,A,A,9017,0,0,0,0,0,0,0,0,0,0,0,1764.866561,110590.9184
8074,0,TX,Waco, ,A,A,9022,0,0,0,0,0,0,0,0,0,0,0,1502.867103,104377.2795
8075,0,TX,Waco, ,A,A,9023,0,0,0,0,0,0,0,0,0,0,0,3015.548593,297189.4967
8076,0,TX,Waco, ,B,B,9008,0,0,0,0,0,0,0,0,0,0,0,3372.468042,562640.033
8077,0,TX,Waco, ,B,B,9010,0,0,0,0,0,0,0,0,0,0,0,2046.166858,258025.0466
8078,0,TX,Waco, ,B,B,9013,0,0,0,0,0,0,0,0,0,0,0,6020.055252,871056.422
8079,0,TX,Waco, ,B,B,9016,0,0,0,0,0,0,0,0,0,0,0,12194.38662,3500551.093
8080,0,TX,Waco, ,B,B,9021,0,0,0,0,0,0,0,0,0,0,0,11325.06791,4757606.366
8081,0,TX,Waco, ,B,B,9029,0,0,0,0,0,0,0,0,0,0,0,3296.451291,468001.6241
8082,0,TX,Waco, ,C,C,9009,0,0,0,0,0,0,0,0,0,0,0,11043.91087,1899823.644
8083,0,TX,Waco, ,C,C,9011,0,0,0,0,0,0,0,0,0,0,0,5700.332483,1922129.078
8084,0,TX,Waco, ,C,C,9014,0,0,0,0,0,0,0,0,0,0,0,1792.936249,149499.4443
8085,0,TX,Waco, ,C,C,9018,0,0,0,0,0,0,0,0,0,0,0,5159.860805,842215.8142
8086,0,TX,Waco, ,C,C,9020,0,0,0,0,0,0,0,0,0,0,0,3645.300791,518239.9104
8087,0,TX,Waco, ,C,C,9024,0,0,0,0,0,0,0,0,0,0,0,1788.90933,178812.5398
8088,0,TX,Waco, ,C,C,9025,0,0,0,0,0,0,0,0,0,0,0,6108.149176,1678457.224
8089,0,TX,Waco, ,C,C,9026,0,0,0,0,0,0,0,0,0,0,0,3971.540039,599024.5291
8090,0,TX,Waco, ,C,C,9027,0,0,0,0,0,0,0,0,0,0,0,2380.594907,254726.5293
8091,0,TX,Waco, ,C,C,9028,0,0,0,0,0,0,0,0,0,0,0,3527.538741,454143.104
8092,0,TX,Waco, ,D,A,9012,0,0,0,0,0,0,0,0,0,0,0,7861.106411,1496951.051
8093,0,TX,Waco, ,D,D,9015,0,0,0,0,0,0,0,0,0,0,0,829.738871,21877.64816
8094,0,TX,Waco, ,D,D,9019,0,0,0,0,0,0,0,0,0,0,0,2912.108996,314539.534
8095,0,TX,Waco, ,D,D,9714,0,0,0,0,0,0,0,0,0,0,0,14974.86587,3711121.722
8096,0,TX,Waco, ,D,D,9715,0,0,0,0,0,0,0,0,0,0,0,4360.921853,726436.6432
8097,0,TX,Waco, ,D,D,9716,0,0,0,0,0,0,0,0,0,0,0,13160.73464,4561532.721
8098,0,UT,Ogden, ,A1,A,8987,0,0,0,0,0,0,0,0,0,0,0,3445.599216,676839.3592
8099,0,UT,Ogden, ,A2,A,8988,0,0,0,0,0,0,0,0,0,0,0,5558.472957,1205347.996
8100,0,UT,Ogden, ,A3,A,8986,0,0,0,0,0,0,0,0,0,0,0,7536.402624,2256797.152
8101,0,UT,Ogden, ,B1,B,8994,0,0,0,0,0,0,0,0,0,0,0,6311.382154,1289394.034
8102,0,UT,Ogden, ,B2,B,8993,0,0,0,0,0,0,0,0,0,0,0,4328.96206,990515.3409
8103,0,UT,Ogden, ,B3,B,8989,0,0,0,0,0,0,0,0,0,0,0,3466.736553,481036.217
8104,0,UT,Ogden, ,B4,B,9003,0,0,0,0,0,0,0,0,0,0,0,7762.968773,2271059.803
8105,0,UT,Ogden, ,B5,B,9002,0,0,0,0,0,0,0,0,0,0,0,2542.869339,244122.7672
8106,0,UT,Ogden, ,B6,B,9004,0,0,0,0,0,0,0,0,0,0,0,3413.988644,353307.9365
8107,0,UT,Ogden, ,C1,C,8991,0,0,0,0,0,0,0,0,0,0,0,6375.471845,1869225.924
8108,0,UT,Ogden, ,C2,C,8995,0,0,0,0,0,0,0,0,0,0,0,5605.416113,1011369.912
8109,0,UT,Ogden, ,C3,C,9005,0,0,0,0,0,0,0,0,0,0,0,7083.295696,1988565.506
8110,0,UT,Ogden, ,C4,C,9007,0,0,0,0,0,0,0,0,0,0,0,11250.95012,4957514.906
8111,0,UT,Ogden, ,C5,C,9006,0,0,0,0,0,0,0,0,0,0,0,4122.927485,798818.5547
8112,0,UT,Ogden, ,D1,D,8997,0,0,0,0,0,0,0,0,0,0,0,2620.936116,317894.9984
8113,0,UT,Ogden, ,D2,D,8996,0,0,0,0,0,0,0,0,0,0,0,5055.7018,903596.1848
8114,0,UT,Ogden, ,D3,D,8985,0,0,0,0,0,0,0,0,0,0,0,7898.582323,2403118.96
8115,0,UT,Ogden, ,D4,D,8992,0,0,0,0,0,0,0,0,0,0,0,4622.49398,858331.6077
8116,0,UT,Ogden, ,D5,D,8990,0,0,0,0,0,0,0,0,0,0,0,5829.777616,1790120.36
8117,0,UT,Ogden, ,D6,D,8998,0,0,0,0,0,0,0,0,0,0,0,3062.684449,335647.6579
8118,0,UT,Ogden, ,D7,D,8999,0,0,0,0,0,0,0,0,0,0,0,3885.836514,614823.083
8119,0,UT,Ogden, ,D8,D,9000,0,0,0,0,0,0,0,0,0,0,0,7246.646619,2704922.351
8120,0,UT,Ogden, ,D9,D,9001,0,0,0,0,0,0,0,0,0,0,0,4829.638872,1248088.77
8121,0,UT,Salt Lake City, ,A1,A,8538,0,0,0,0,0,0,0,0,0,0,0,3747.880526,660243.0933
8122,0,UT,Salt Lake City, ,A2,A,8548,0,0,0,0,0,0,0,0,0,0,0,8031.628731,2674284.086
8123,0,UT,Salt Lake City, ,A3,A,8549,0,0,0,0,0,0,0,0,0,0,0,4770.243561,1069656.055
8124,0,UT,Salt Lake City, ,A4,A,8560,0,0,0,0,0,0,0,0,0,0,0,3396.935678,701859.5781
8125,1,UT,Salt Lake City, ,B1,B,8547,0,0,0,0,0,0,1,279.1,279.1,0,0,23574.55233,11688512.94
8126,1,UT,Salt Lake City, ,B2,B,8550,0,0,0,0,0,0,1,279.1,279.1,0,0,6014.05004,1560409.251
8127,1,UT,Salt Lake City, ,B3,B,8551,0,0,0,0,0,0,1,279.1,279.1,0,0,3772.16602,733370.2503
8128,0,UT,Salt Lake City, ,B4,B,8539,0,0,0,0,0,0,0,0,0,0,0,7523.434713,1733340.397
8129,0,UT,Salt Lake City, ,B5,B,8541,0,0,0,0,0,0,0,0,0,0,0,5418.172087,1555322.036
8130,0,UT,Salt Lake City, ,B6,B,8542,0,0,0,0,0,0,0,0,0,0,0,4134.577571,437866.5308
8131,1,UT,Salt Lake City, ,B7,B,8557,0,0,0,0,0,0,1,279.1,279.1,0,0,6773.189805,801306.4948
8132,0,UT,Salt Lake City, ,C1,C,8546,0,0,0,0,0,0,0,0,0,0,0,6963.610682,2930308.485
8133,0,UT,Salt Lake City, ,C2,C,8540,0,0,0,0,0,0,0,0,0,0,0,9973.928853,1439605.337
8134,0,UT,Salt Lake City, ,C3,C,8543,0,0,0,0,0,0,0,0,0,0,0,6728.206851,1522529.778
8135,0,UT,Salt Lake City, ,C4,C,8564,0,0,0,0,0,0,0,0,0,0,0,7169.478539,1480715.8
8136,0,UT,Salt Lake City, ,C5,C,8553,0,0,0,0,0,0,0,0,0,0,0,2436.352508,354385.1944
8137,1,UT,Salt Lake City, ,C6,C,8555,0,0,0,0,0,0,1,279.1,279.1,0,0,2466.784501,367834.3779
8138,1,UT,Salt Lake City, ,C7,C,8556,0,0,0,0,0,0,1,279.1,279.1,0,0,5962.335444,1784409.921
8139,1,UT,Salt Lake City, ,C8,C,8562,0,0,0,0,0,0,1,279.1,279.1,0,0,3019.07671,541327.9618
8140,1,UT,Salt Lake City, ,C9,C,8559,0,0,0,0,0,0,1,279.1,279.1,0,0,6854.033632,388063.0348
8141,0,UT,Salt Lake City, ,D1,D,8545,0,0,0,0,0,0,0,0,0,0,0,6257.004461,1771865.878
8142,1,UT,Salt Lake City, ,D2,D,8563,0,0,0,0,0,0,1,279.1,279.1,0,0,3806.563075,845221.7246
8143,1,UT,Salt Lake City, ,D3,D,8561,0,0,0,0,0,0,1,279.1,279.1,0,0,6553.411112,1763468.52
8144,1,UT,Salt Lake City, ,D4,D,8558,0,0,0,0,0,0,1,279.1,279.1,0,0,10297.3149,1719045.05
8145,1,UT,Salt Lake City, ,D5,D,8565,0,0,0,0,0,0,1,279.1,279.1,0,0,26155.75084,19279691.06
8146,1,UT,Salt Lake City, ,D6,D,8554,0,0,0,0,0,0,1,279.1,279.1,0,0,6124.547042,1681991.645
8147,0,UT,Salt Lake City, ,D7,D,8552,0,0,0,0,0,0,0,0,0,0,0,8685.023278,2093302.855
8148,0,UT,Salt Lake City, ,D8,D,8544,0,0,0,0,0,0,0,0,0,0,0,3686.760697,445572.7311
8149,0,UT,Salt Lake City, ,D9,D,8566,0,0,0,0,0,0,0,0,0,0,0,7398.529049,1723361.12
8150,0,VA,Lynchburg,Fort Hill Addition,A1,A,2010,0,0,0,0,0,0,0,0,0,0,0,6159.346446,928549.2533
8151,0,VA,Lynchburg,Royal Court,A2,A,2026,0,0,0,0,0,0,0,0,0,0,0,7118.169391,866332.1364
8152,0,VA,Lynchburg,Royal Court,A3,A,2025,0,0,0,0,0,0,0,0,0,0,0,966.105198,59696.04595
8153,0,VA,Lynchburg,Royal Court,A4,A,2024,0,0,0,0,0,0,0,0,0,0,0,3345.406754,155364.528
8154,0,VA,Lynchburg, ,B1,B,2011,0,0,0,0,0,0,0,0,0,0,0,1954.144638,174564.6335
8155,0,VA,Lynchburg,Westover Heights,B2,B,2009,0,0,0,0,0,0,0,0,0,0,0,5343.847495,684565.5749
8156,0,VA,Lynchburg,Rivermont,B3,B,2022,0,0,0,0,0,0,0,0,0,0,0,15870.60277,1335507.479
8157,0,VA,Lynchburg, ,C1,C,2007,0,0,0,0,0,0,0,0,0,0,0,11886.01167,1518688.032
8158,0,VA,Lynchburg, ,C10,C,1997,0,0,0,0,0,0,0,0,0,0,0,2339.418522,222243.8319
8159,0,VA,Lynchburg, ,C11,C,1999,0,0,0,0,0,0,0,0,0,0,0,1049.853015,47166.71368
8160,0,VA,Lynchburg, ,C12,C,1995,0,0,0,0,0,0,0,0,0,0,0,1716.850719,130453.0069
8161,0,VA,Lynchburg, ,C13,C,2013,0,0,0,0,0,0,0,0,0,0,0,5686.599928,406376.4141
8162,0,VA,Lynchburg, ,C14,C,2015,0,0,0,0,0,0,0,0,0,0,0,8050.9328,711293.0135
8163,0,VA,Lynchburg, ,C15,C,2021,0,0,0,0,0,0,0,0,0,0,0,1602.974705,80381.57954
8164,0,VA,Lynchburg, ,C2,C,2005,0,0,0,0,0,0,0,0,0,0,0,3454.137426,355647.0414
8165,0,VA,Lynchburg, ,C3,C,2006,0,0,0,0,0,0,0,0,0,0,0,1410.192702,86147.75666
8166,0,VA,Lynchburg, ,C4,C,2002,0,0,0,0,0,0,0,0,0,0,0,3179.044124,304360.1278
8167,0,VA,Lynchburg, ,C5,C,2001,0,0,0,0,0,0,0,0,0,0,0,1519.373932,99721.20577
8168,0,VA,Lynchburg, ,C6,C,2008,0,0,0,0,0,0,0,0,0,0,0,6225.039938,705869.4863
8169,0,VA,Lynchburg, ,C7,C,2017,0,0,0,0,0,0,0,0,0,0,0,10588.12194,1135505.341
8170,0,VA,Lynchburg, ,C8,C,2004,0,0,0,0,0,0,0,0,0,0,0,2911.231524,238716.6646
8171,0,VA,Lynchburg, ,C9,C,1998,0,0,0,0,0,0,0,0,0,0,0,3250.534634,262451.7368
8172,0,VA,Lynchburg, ,D1,D,2003,0,0,0,0,0,0,0,0,0,0,0,1633.287388,91651.27725
8173,0,VA,Lynchburg, ,D10,D,2000,0,0,0,0,0,0,0,0,0,0,0,3258.061708,265019.3556
8174,0,VA,Lynchburg, ,D2,D,2020,0,0,0,0,0,0,0,0,0,0,0,2068.859131,182232.9142
8175,0,VA,Lynchburg, ,D3,D,2019,0,0,0,0,0,0,0,0,0,0,0,1647.809065,79645.78204
8176,0,VA,Lynchburg, ,D4,D,2018,0,0,0,0,0,0,0,0,0,0,0,1300.787994,52901.55333
8177,0,VA,Lynchburg, ,D5,D,1996,0,0,0,0,0,0,0,0,0,0,0,2959.037511,208577.8756
8178,0,VA,Lynchburg, ,D6,D,1994,0,0,0,0,0,0,0,0,0,0,0,3767.241801,270796.6421
8179,0,VA,Lynchburg, ,D7,D,2012,0,0,0,0,0,0,0,0,0,0,0,2844.759235,176680.282
8180,0,VA,Lynchburg, ,D8,D,2014,0,0,0,0,0,0,0,0,0,0,0,1366.128027,64160.37805
8181,0,VA,Lynchburg, ,D9,D,2016,0,0,0,0,0,0,0,0,0,0,0,3116.948153,262034.1012
8182,0,VA,Newport News, ,B1,B,1977,0,0,0,0,0,0,0,0,0,0,0,3935.707041,342775.8401
8183,0,VA,Newport News, ,B2,B,1986,0,0,0,0,0,0,0,0,0,0,0,979.460093,63009.91874
8184,0,VA,Newport News, ,C1,C,1982,0,0,0,0,0,0,0,0,0,0,0,2110.503266,145342.6055
8185,0,VA,Newport News, ,C2,C,1978,0,0,0,0,0,0,0,0,0,0,0,2961.968665,269162.7482
8186,0,VA,Newport News, ,C3,C,1987,0,0,0,0,0,0,0,0,0,0,0,3869.083719,404674.2773
8187,0,VA,Newport News, ,C4,C,1985,0,0,0,0,0,0,0,0,0,0,0,3524.444485,343264.4858
8188,0,VA,Newport News, ,C5,C,1984,0,0,0,0,0,0,0,0,0,0,0,4549.570953,393038.5681
8189,0,VA,Newport News, ,C6,C,1981,0,0,0,0,0,0,0,0,0,0,0,1039.238208,32598.13945
8190,0,VA,Newport News, ,D1,D,1989,0,0,0,0,0,0,0,0,0,0,0,5270.516424,501297.8525
8191,0,VA,Newport News, ,D2,D,1988,0,0,0,0,0,0,0,0,0,0,0,4590.164258,638175.8693
8192,0,VA,Newport News, ,D3,D,1983,0,0,0,0,0,0,0,0,0,0,0,7160.517083,1033615.032
8193,0,VA,Newport News, ,D4,D,1979,0,0,0,0,0,0,0,0,0,0,0,1557.860833,115545.9675
8194,0,VA,Newport News, ,D5,D,1991,0,0,0,0,0,0,0,0,0,0,0,1547.561781,103437.8921
8195,0,VA,Newport News, ,D6,D,1980,0,0,0,0,0,0,0,0,0,0,0,2108.167501,156143.7365
8196,0,VA,Newport News, ,D7,D,1992,0,0,0,0,0,0,0,0,0,0,0,1437.543379,126932.3556
8197,0,VA,Newport News, ,D8,D,1990,0,0,0,0,0,0,0,0,0,0,0,1362.818596,61987.3065
8198,0,VA,Norfolk, ,A1,A,1810,0,0,0,0,0,0,0,0,0,0,0,7122.896672,1037255.714
8199,0,VA,Norfolk, ,A2,A,1834,0,0,0,0,0,0,0,0,0,0,0,3720.629705,511825.8916
8200,0,VA,Norfolk, ,A3,A,1812,0,0,0,0,0,0,0,0,0,0,0,4493.049941,848408.1089
8201,0,VA,Norfolk, ,A4,A,1875,0,0,0,0,0,0,0,0,0,0,0,6860.814182,1444185.182
8202,0,VA,Norfolk, ,A5,A,1867,0,0,0,0,0,0,0,0,0,0,0,4377.492961,803905.3971
8203,0,VA,Norfolk, ,B1,B,1802,0,0,0,0,0,0,0,0,0,0,0,2577.034698,370044.4101
8204,0,VA,Norfolk, ,B10,B,1844,0,0,0,0,0,0,0,0,0,0,0,2181.418582,248250.6119
8205,0,VA,Norfolk, ,B11,B,1840,0,0,0,0,0,0,0,0,0,0,0,2581.743524,337501.8846
8206,0,VA,Norfolk, ,B12,B,1838,0,0,0,0,0,0,0,0,0,0,0,3763.730066,338393.4568
8207,0,VA,Norfolk, ,B13,B,1893,0,0,0,0,0,0,0,0,0,0,0,2856.968744,398579.3808
8208,0,VA,Norfolk, ,B14,B,1881,0,0,0,0,0,0,0,0,0,0,0,4196.048444,409867.0762
8209,0,VA,Norfolk, ,B15,B,1878,0,0,0,0,0,0,0,0,0,0,0,3331.287622,469461.615
8210,0,VA,Norfolk, ,B16,B,1874,0,0,0,0,0,0,0,0,0,0,0,3988.375221,708675.0313
8211,0,VA,Norfolk, ,B2,B,1803,0,0,0,0,0,0,0,0,0,0,0,4589.697027,951518.027
8212,0,VA,Norfolk, ,B3,B,1807,0,0,0,0,0,0,0,0,0,0,0,6122.2859,1023034.924
8213,0,VA,Norfolk, ,B4,B,1832,0,0,0,0,0,0,0,0,0,0,0,3395.368982,394432.2931
8214,0,VA,Norfolk, ,B5,B,1811,0,0,0,0,0,0,0,0,0,0,0,5069.952974,394943.6633
8215,0,VA,Norfolk, ,B6,B,1847,0,0,0,0,0,0,0,0,0,0,0,11668.79884,2090125.807
8216,0,VA,Norfolk, ,B7,B,1845,0,0,0,0,0,0,0,0,0,0,0,8215.322852,732735.5599
8217,0,VA,Norfolk, ,B8,B,1846,0,0,0,0,0,0,0,0,0,0,0,4771.502484,290421.3289
8218,0,VA,Norfolk, ,B9,B,1841,0,0,0,0,0,0,0,0,0,0,0,3282.815113,346501.0591
8219,0,VA,Norfolk, ,C1,C,1851,0,0,0,0,0,0,0,0,0,0,0,9047.099887,1457337.028
8220,0,VA,Norfolk, ,C10,C,1849,0,0,0,0,0,0,0,0,0,0,0,7356.024969,1597108.014
8221,0,VA,Norfolk, ,C11,C,1855,0,0,0,0,0,0,0,0,0,0,0,4104.986654,698963.2666
8222,0,VA,Norfolk, ,C12,C,1848,0,0,0,0,0,0,0,0,0,0,0,10673.59675,2579557.709
8223,0,VA,Norfolk, ,C13,C,1859,0,0,0,0,0,0,0,0,0,0,0,1748.064752,187923.0736
8224,0,VA,Norfolk, ,C14,C,1866,0,0,0,0,0,0,0,0,0,0,0,8568.739402,1085551.651
8225,0,VA,Norfolk, ,C15,C,1860,0,0,0,0,0,0,0,0,0,0,0,4199.542529,736002.9315
8226,0,VA,Norfolk, ,C16,C,1837,0,0,0,0,0,0,0,0,0,0,0,1361.468636,107132.4956
8227,0,VA,Norfolk, ,C17,C,1835,0,0,0,0,0,0,0,0,0,0,0,6128.904864,1017157.701
8228,0,VA,Norfolk, ,C18,C,1821,0,0,0,0,0,0,0,0,0,0,0,1497.61872,140686.2509
8229,0,VA,Norfolk, ,C19,C,1823,0,0,0,0,0,0,0,0,0,0,0,3460.526778,479788.1167
8230,0,VA,Norfolk, ,C2,C,1801,0,0,0,0,0,0,0,0,0,0,0,6498.945404,1538100.026
8231,0,VA,Norfolk, ,C20,C,1824,0,0,0,0,0,0,0,0,0,0,0,2611.740666,399474.4682
8232,0,VA,Norfolk, ,C21,C,1896,0,0,0,0,0,0,0,0,0,0,0,4991.791541,988847.9428
8233,0,VA,Norfolk, ,C22,C,1894,0,0,0,0,0,0,0,0,0,0,0,6836.394664,1146864.353
8234,0,VA,Norfolk, ,C23,C,1887,0,0,0,0,0,0,0,0,0,0,0,2335.29966,147524.8927
8235,0,VA,Norfolk, ,C24,C,1890,0,0,0,0,0,0,0,0,0,0,0,5106.295112,1553538.39
8236,0,VA,Norfolk, ,C25,C,1817,0,0,0,0,0,0,0,0,0,0,0,3579.761868,702762.7834
8237,0,VA,Norfolk, ,C26,C,1856,0,0,0,0,0,0,0,0,0,0,0,3011.531531,427882.1869
